PMID,Title
19969578,Prescribing of opioid analgesics and related mortality before and after the introduction of long-acting oxycodone.
15310807,Applying systematic review methods to studies of people's views: an example from public health research.
21655151,Canadian recommendations for the treatment of recurrent or progressive glioblastoma multiforme.
23073726,"Abuse-deterrent formulations, an evolving technology against the abuse and misuse of opioid analgesics."
26080652,"Empagliflozin as adjunct to insulin in patients with type 1 diabetes: a 4-week, randomized, placebo-controlled trial (EASE-1)."
23796131,Cardiovascular effects of intensive lifestyle intervention in type 2 diabetes.
26379095,Home Use of an Artificial Beta Cell in Type 1 Diabetes.
22517391,American Academy of Orthopaedic Surgeons clinical practice guideline on: preventing venous thromboembolic disease in patients undergoing elective hip and knee arthroplasty.
28483845,Guideline for opioid therapy and chronic noncancer pain.
14745323,Evidence-based compression: prevention of stasis and deep vein thrombosis.
20404977,Estimating the national wage loss from cancer in Canada.
23571362,Decontamination of targeted pathogens from patient rooms using an automated ultraviolet-C-emitting device.
26681725,Intranasal Glucagon for Treatment of Insulin-Induced Hypoglycemia in Adults With Type 1 Diabetes: A Randomized Crossover Noninferiority Study.
21067804,"Efficacy and safety of more intensive lowering of LDL cholesterol: a meta-analysis of data from 170,000 participants in 26 randomised trials."
23469984,Severe hypoglycemia and diabetic ketoacidosis among youth with type 1 diabetes in the T1D Exchange clinic registry.
18624666,Impact of an environmental cleaning intervention on the presence of methicillin-resistant Staphylococcus aureus and vancomycin-resistant enterococci on surfaces in intensive care unit rooms.
25105438,Resource utilization and costs during the initial years of lung cancer screening with computed tomography in Canada.
25077124,Geographic and facility-level variation in the use of peritoneal dialysis in Canada: a cohort study.
24734111,How to assess the external validity and model validity of therapeutic trials: a conceptual approach to systematic review methodology.
25608648,Economic burden of illness associated with diabetic foot ulcers in Canada.
19136486,"Efficacy of the I(f) current inhibitor ivabradine in patients with chronic stable angina receiving beta-blocker therapy: a 4-month, randomized, placebo-controlled trial."
24842558,Efficacy and safety of alirocumab in patients with heterozygous familial hypercholesterolemia not adequately controlled with current lipid-lowering therapy: design and rationale of the ODYSSEY FH studies.
26622099,Treatment of Chronic Total Occlusions Using the Avinger Ocelot Crossing Catheter.
23952603,Patients' and clinicians' experiences and perceptions of the primary care management of insomnia: qualitative study.
24838219,"Human Growth Hormone Delivery with a Microneedle Transdermal System: Preclinical Formulation, Stability, Delivery and PK of Therapeutically Relevant Doses."
25019442,Imaging across the life span: innovations in imaging and therapy for gynecologic cancer.
22759353,Using pathology-specific laboratory profiles in clinical pathology to reduce inappropriate test requesting: two completed audit cycles.
29661822,"Chronic pain associations struggle to raise awareness of ""silent epidemic""."
26203234,Multidisciplinary approach to the diagnosis and management of patients with peripheral arterial disease.
27853629,Current progress of human trials using stem cell therapy as a treatment for diabetes mellitus.
20423574,Patients' and clinicians' experiences of consultations in primary care for sleep problems and insomnia: a focus group study.
19377359,Management of MRI wait lists in Canada.
25780609,Cost analysis of in-centre nocturnal compared with conventional hemodialysis.
19187889,Clinical guidelines for the use of chronic opioid therapy in chronic noncancer pain.
25687353,Efficacy and safety of alirocumab in high cardiovascular risk patients with inadequately controlled hypercholesterolaemia on maximally tolerated doses of statins: the ODYSSEY COMBO II randomized controlled trial.
23820147,Vertical ground reaction force-based analysis of powered exoskeleton-assisted walking in persons with motor-complete paraplegia.
23469038,Socioeconomic and geographic patterning of smoking behaviour in Canada: a cross-sectional multilevel analysis.
24231665,Economic evaluation of frequent home nocturnal hemodialysis based on a randomized controlled trial.
23546564,Discontinuation of statins in routine care settings: a cohort study.
26495208,Evaluation of AirXpanders for Breast Reconstruction: Early Experience from Sydney.
17583176,"Foot ulcers in the diabetic patient, prevention and treatment."
28320337,Barriers and facilitators to use of non-pharmacological treatments in chronic pain.
24635773,A randomized trial of protocol-based care for early septic shock.
26784127,"Continuous Glucose Monitoring: A Review of Successes, Challenges, and Opportunities."
21499581,The need for a Canadian pain strategy.
19148341,Peripheral arterial disease: lack of awareness in Canada.
22379382,Minimum equipment guidelines for paediatric prehospital care.
19622552,The PRISMA statement for reporting systematic reviews and meta-analyses of studies that evaluate healthcare interventions: explanation and elaboration.
18625828,Bisphosphonate-associated osteonecrosis of the jaw.
24672251,Cost-effectiveness analysis of orbital atherectomy plus balloon angioplasty vs balloon angioplasty alone in subjects with calcified femoropopliteal lesions.
28095138,"Leber congenital amaurosis, from darkness to light: An ode to Irene Maumenee."
19808924,Effects of exenatide alone and in combination with daclizumab on beta-cell function in long-standing type 1 diabetes.
25114623,Breast reconstruction following prophylactic or therapeutic mastectomy for breast cancer: Recommendations from an evidence-based provincial guideline.
28669112,Adeno-Associated Virus (AAV) as a Vector for Gene Therapy.
23341635,Human retinal gene therapy for Leber congenital amaurosis shows advancing retinal degeneration despite enduring visual improvement.
26171659,The Performance and Usability of a Factory-Calibrated Flash Glucose Monitoring System.
27973601,High-Dose Opioid Prescribing and Opioid-Related Hospitalization: A Population-Based Study.
15684117,Economic evaluation of sirolimus-eluting stents.
21059726,Population based screening for chronic kidney disease: cost effectiveness study.
25160945,Ivabradine treatment in a chronic heart failure patient cohort: symptom reduction and improvement in quality of life in clinical practice.
21330217,"A review of the experience, epidemiology, and management of pain among American Indian, Alaska Native, and Aboriginal Canadian peoples."
23316699,A comparison among tapentadol tamper-resistant formulations (TRF) and OxyContin® (non-TRF) in prescription opioid abusers.
24144604,Surgical management of hip osteoarthritis.
25523497,A survey of stakeholder perspectives on exoskeleton technology.
24916486,Reductions in reported deaths following the introduction of extended-release oxycodone (OxyContin) with an abuse-deterrent formulation.
16855129,Preference-Based EQ-5D index scores for chronic conditions in the United States.
24260139,The landscape of inappropriate laboratory testing: a 15-year meta-analysis.
26730266,An Update on Methods for Revascularization and Expansion of the TASC Lesion Classification to Include Below-the-Knee Arteries: A Supplement to the Inter-Society Consensus for the Management of Peripheral Arterial Disease (TASC II): The TASC Steering Comittee(.).
22607822,The effects of lowering LDL cholesterol with statin therapy in people at low risk of vascular disease: meta-analysis of individual data from 27 randomised trials.
11114276,Bone scintigraphy for osteonecrosis of the knee in patients with non-traumatic osteonecrosis of the femoral head: comparison with magnetic resonance imaging.
23384329,A passive positioning alarm used by persons with dementia and their spouses--a qualitative intervention study.
22065359,Breast reconstruction after mastectomy for breast cancer.
14610281,Cancer risks attributable to low doses of ionizing radiation: assessing what we really know.
28276512,The efficacy and safety of SGLT2 inhibitors for adjunctive treatment of type 1 diabetes: a systematic review and meta-analysis.
23566021,"""Reducing unnecessary testing in a CPOE system through implementation of a targeted CDS intervention""."
23900563,Update on prescription extended-release opioids and appropriate patient selection.
24123484,Changes in oxycodone and heroin exposures in the National Poison Data System after introduction of extended-release oxycodone with abuse-deterrent characteristics.
25269777,Efficacy and safety of alirocumab as add-on therapy in high-cardiovascular-risk patients with hypercholesterolemia not adequately controlled with atorvastatin (20 or 40 mg) or rosuvastatin (10 or 20 mg): design and rationale of the ODYSSEY OPTIONS Studies.
25565904,Atherectomy devices: technology update.
22876107,A review of abuse-deterrent opioids for chronic nonmalignant pain.
23166446,Lifestyle-oriented non-pharmacological treatments for fibromyalgia: a clinical overview and applications with home-based technologies.
21193661,Metallic copper as an antimicrobial surface.
22553242,Sustained reduction of microbial burden on common hospital surfaces through introduction of copper.
26174216,New Developments in the Psychological Management of Chronic Pain.
25041316,The burden of premature opioid-related mortality.
24747791,Controlling methicillin-resistant Staphylococcus aureus (MRSA) in a hospital and the role of hydrogen peroxide decontamination: an interrupted time series analysis.
24627370,Imaging appropriateness criteria: why Canadian family physicians should care.
24760263,Prevention of recurrent foot ulcers with plantar pressure-based in-shoe orthoses: the CareFUL prevention multicenter randomized controlled trial.
28541139,Factory-Calibrated Continuous Glucose Sensors: The Science Behind the Technology.
